symbol,R_12,R_6,Z_12,Z_6,score,rebal_date,weight
BBY,0.672129,0.32622337,2.1466312,1.4022802,1.7744558,2017-08-31,0.05
CSX,0.6565895,0.3246517,2.0823994,1.3933029,1.7378511,2017-08-31,0.05
AMAT,0.62612355,0.32215703,1.9564693,1.3790538,1.6677616,2017-08-31,0.05
MU,0.7147153,0.24908172,2.3226607,0.96165884,1.6421597,2017-08-31,0.05
PYPL,0.4722949,0.39434022,1.3206229,1.7913532,1.5559881,2017-08-31,0.05
RCL,0.5428551,0.33010775,1.6122816,1.4244671,1.5183743,2017-08-31,0.05
SWKS,0.51893145,0.34552506,1.5133939,1.5125284,1.5129611,2017-08-31,0.05
EA,0.43237874,0.3935439,1.1556307,1.7868048,1.4712178,2017-08-31,0.05
AVGO,0.47949502,0.34193584,1.3503845,1.4920274,1.421206,2017-08-31,0.05
WYNN,0.3757307,0.41142225,0.92147774,1.8889232,1.4052005,2017-08-31,0.05
WDC,0.6157644,0.23697439,1.9136499,0.8925035,1.4030766,2017-08-31,0.05
BKNG,0.4854259,0.32471794,1.3748996,1.3936814,1.3842905,2017-08-31,0.05
NVDA,1.0942259,0.4426949,3.9721684,2.117692,3.0449302,2017-09-29,0.05
VRTX,0.5038322,0.6257085,1.6062497,3.107192,2.356721,2017-09-29,0.05
MU,0.8444867,0.28217125,2.9713743,1.2497883,2.1105814,2017-09-29,0.05
BA,0.6219627,0.40503547,2.0796409,1.9140786,1.9968598,2017-09-29,0.05
ATVI-202310,0.49619812,0.4949539,1.5756571,2.400241,1.987949,2017-09-29,0.05
NRG,0.5953585,0.41244495,1.9730283,1.9541395,1.963584,2017-09-29,0.05
LRCX,0.6288844,0.374793,2.1073785,1.7505666,1.9289725,2017-09-29,0.05
ADSK,0.6550898,0.34158748,2.212393,1.5710342,1.8917136,2017-09-29,0.05
FMC,0.6065366,0.3647995,2.017823,1.6965348,1.8571789,2017-09-29,0.05
PYPL,0.5045763,0.4385954,1.6092316,2.0955272,1.8523793,2017-09-29,0.05
EA,0.4649791,0.37590617,1.4505514,1.7565851,1.6035683,2017-09-29,0.05
COL-201811,0.45474297,0.37678754,1.4095316,1.7613505,1.5854411,2017-09-29,0.05
RCL,0.5630027,0.29394117,1.8433671,1.3134248,1.578396,2017-09-29,0.05
NFLX,0.6495245,0.21642636,2.190091,0.8943252,1.5422081,2017-09-29,0.05
AMAT,0.55416465,0.2830354,1.8079498,1.2544606,1.5312052,2017-09-29,0.05
AAPL,0.47634664,0.31355205,1.4961051,1.419455,1.4577801,2017-09-29,0.05
ADBE,0.46091896,0.31371188,1.434281,1.4203192,1.4273001,2017-09-29,0.05
ISRG,0.3674096,0.3718318,1.0595554,1.7345563,1.3970559,2017-09-29,0.05
MCHP,0.4700454,0.2676145,1.4708538,1.1710844,1.3209691,2017-09-29,0.05
RHT-201907,0.35614356,0.34833777,1.0144083,1.6075311,1.3109697,2017-09-29,0.05
NVDA,1.0743579,0.5681711,3.9801679,3.1992745,3.5897212,2017-10-31,0.05
MU,0.8692335,0.5175437,3.113206,2.886234,2.99972,2017-10-31,0.05
NRG,0.7558222,0.4381689,2.6338708,2.3954422,2.5146565,2017-10-31,0.05
LRCX,0.70145667,0.45461243,2.404094,2.497116,2.450605,2017-10-31,0.05
FMC,0.65634346,0.44504288,2.213422,2.4379454,2.3256836,2017-10-31,0.05
VRTX,0.47543797,0.5174686,1.4488218,2.8857696,2.1672957,2017-10-31,0.05
BA,0.70465386,0.35749972,2.4176068,1.8966466,2.1571267,2017-10-31,0.05
WYNN,0.53020245,0.44551492,1.6802847,2.440864,2.0605745,2017-10-31,0.05
PYPL,0.54438794,0.42168212,1.74024,2.2935007,2.0168703,2017-10-31,0.05
AMAT,0.5677145,0.36791128,1.8388302,1.9610236,1.8999269,2017-10-31,0.05
ALB,0.5491151,0.3033176,1.7602195,1.5616264,1.660923,2017-10-31,0.05
ATVI-202310,0.45036826,0.363377,1.3428642,1.9329871,1.6379256,2017-10-31,0.05
NFLX,0.62108946,0.24368668,2.0644205,1.1929152,1.6286678,2017-10-31,0.05
ISRG,0.42112422,0.35002598,1.2192636,1.8504348,1.5348492,2017-10-31,0.05
COL-201811,0.4592704,0.3186876,1.3804892,1.6566625,1.5185759,2017-10-31,0.05
ABBV,0.3646832,0.38135985,0.9807146,2.044179,1.5124468,2017-10-31,0.05
ADSK,0.5101726,0.26298797,1.5956283,1.3122594,1.4539438,2017-10-31,0.05
RCL,0.5380059,0.22437526,1.7132661,1.0735085,1.3933873,2017-10-31,0.05
CAT,0.45239776,0.27025568,1.3514417,1.3571973,1.3543196,2017-10-31,0.05
ETFC-202010,0.5026804,0.23403728,1.5639623,1.1332508,1.3486066,2017-10-31,0.05
NVDA,1.1093647,0.64302766,3.6788082,3.2253594,3.4520838,2017-11-30,0.05
MU,0.9131361,0.4273688,2.934711,2.0373995,2.4860554,2017-11-30,0.05
LRCX,0.8030788,0.49092615,2.5173743,2.387506,2.4524403,2017-11-30,0.05
PYPL,0.57157373,0.5227486,1.6395091,2.5628004,2.1011548,2017-11-30,0.05
BA,0.70183957,0.39109635,2.133476,1.8375922,1.9855342,2017-11-30,0.05
NRG,0.81092197,0.29450986,2.5471156,1.3055443,1.9263299,2017-11-30,0.05
AMAT,0.6374073,0.3765564,1.8891494,1.7574986,1.823324,2017-11-30,0.05
NFLX,0.68974197,0.2843784,2.0876021,1.2497351,1.6686686,2017-11-30,0.05
FMC,0.66251546,0.2925984,1.9843594,1.295015,1.6396872,2017-11-30,0.05
ADSK,0.5467547,0.36819616,1.5453956,1.7114462,1.6284208,2017-11-30,0.05
CAT,0.46359742,0.40257904,1.2300638,1.9008447,1.5654542,2017-11-30,0.05
MTD,0.48610333,0.35444036,1.3154061,1.6356722,1.4755392,2017-11-30,0.05
ISRG,0.44056162,0.38470322,1.1427122,1.8023756,1.472544,2017-11-30,0.05
COL-201811,0.48826194,0.33912498,1.3235915,1.5513072,1.4374493,2017-11-30,0.05
MAR,0.5873696,0.24445568,1.699407,1.0298202,1.3646135,2017-11-30,0.05
VRTX,0.51686174,0.2906269,1.4320416,1.284155,1.3580983,2017-11-30,0.05
ALB,0.51146877,0.29337546,1.4115915,1.2992954,1.3554435,2017-11-30,0.05
ABBV,0.40335584,0.35153794,1.0016283,1.6196842,1.3106563,2017-11-30,0.05
ADBE,0.478581,0.29716587,1.2868814,1.3201749,1.3035282,2017-11-30,0.05
ROK,0.51613003,0.26384535,1.429267,1.1366285,1.2829478,2017-11-30,0.05
NVDA,1.0423148,0.65721697,3.4391682,3.3996153,3.4193916,2017-12-29,0.05
NRG,0.96192855,0.4947322,3.1099515,2.4271636,2.7685575,2017-12-29,0.05
MU,0.9043315,0.42656365,2.8740666,2.019183,2.4466248,2017-12-29,0.05
BA,0.69959366,0.42279273,2.0355754,1.9966147,2.0160952,2017-12-29,0.05
URI,0.74566877,0.37453374,2.2242732,1.7077903,1.9660318,2017-12-29,0.05
PYPL,0.59763294,0.46182367,1.6180017,2.2302098,1.9241058,2017-12-29,0.05
DHI,0.5855559,0.4469669,1.5685409,2.141294,1.8549175,2017-12-29,0.05
PHM,0.6230717,0.41641718,1.7221844,1.9584577,1.8403211,2017-12-29,0.05
ABBV,0.5883099,0.40104124,1.5798197,1.8664345,1.7231271,2017-12-29,0.05
LRCX,0.69956946,0.28900412,2.0354764,1.1959059,1.6156912,2017-12-29,0.05
ISRG,0.57915014,0.36105448,1.5423065,1.6271187,1.5847126,2017-12-29,0.05
ELV,0.6721278,0.28534123,1.9230907,1.173984,1.5485374,2017-12-29,0.05
FMC,0.7094184,0.25806195,2.075812,1.0107208,1.5432665,2017-12-29,0.05
MAR,0.6308887,0.30557305,1.7541986,1.295069,1.5246338,2017-12-29,0.05
TROW,0.5044802,0.3873031,1.2365004,1.7842135,1.5103569,2017-12-29,0.05
NTAP,0.5293785,0.35887086,1.3384697,1.61405,1.47626,2017-12-29,0.05
CAT,0.55513024,0.33544382,1.4439346,1.4738419,1.4588883,2017-12-29,0.05
CF,0.49354064,0.36616227,1.1916982,1.657688,1.4246931,2017-12-29,0.05
AMP,0.64562786,0.2616592,1.8145618,1.0322499,1.4234059,2017-12-29,0.05
RHT-201907,0.49266315,0.36405015,1.1881044,1.6450474,1.4165759,2017-12-29,0.05
NRG,0.9268489,0.57529044,3.3114834,2.958241,3.1348622,2018-01-31,0.05
BA,0.6998077,0.46350625,2.3221283,2.2671854,2.2946568,2018-01-31,0.05
DHI,0.622702,0.45133534,1.9861325,2.1919441,2.0890384,2018-01-31,0.05
CPRI,0.30310366,0.6403936,0.5934503,3.3607123,1.9770813,2018-01-31,0.05
URI,0.530762,0.4581034,1.5854946,2.2337847,1.9096396,2018-01-31,0.05
NVDA,0.745206,0.2946111,2.519956,1.2230669,1.8715115,2018-01-31,0.05
MU,0.7445429,0.28995436,2.5170662,1.1942787,1.8556725,2018-01-31,0.05
PHM,0.58571064,0.3929379,1.8249389,1.8309282,1.8279335,2018-01-31,0.05
CAT,0.52985346,0.41502526,1.5815356,1.9674734,1.7745044,2018-01-31,0.05
PYPL,0.62820125,0.34364265,2.010096,1.5261825,1.7681394,2018-01-31,0.05
CF,0.42229646,0.47617972,1.1128451,2.3455334,1.7291892,2018-01-31,0.05
ABBV,0.49996644,0.39765987,1.4512998,1.8601197,1.6557097,2018-01-31,0.05
VLO,0.44057035,0.4210093,1.1924753,2.004467,1.5984712,2018-01-31,0.05
CNC,0.55988824,0.32855356,1.7124151,1.4329009,1.5726581,2018-01-31,0.05
TROW,0.38355443,0.41858166,0.94402266,1.9894593,1.466741,2018-01-31,0.05
GAP,0.34836045,0.43283582,0.79066133,2.0775793,1.4341203,2018-01-31,0.05
AVY,0.49120468,0.3239412,1.4131196,1.4043871,1.4087534,2018-01-31,0.05
PGR,0.54384345,0.28319407,1.6424983,1.1524862,1.3974922,2018-01-31,0.05
EL,0.50716543,0.30754322,1.4826702,1.3030139,1.392842,2018-01-31,0.05
FCX,0.21121591,0.5008543,0.19304013,2.498073,1.3455566,2018-01-31,0.05
BA,0.8500381,0.594646,2.6257508,2.6251194,2.625435,2018-02-28,0.05
NFLX,0.78086495,0.59283817,2.3480086,2.615,2.4815044,2018-02-28,0.05
NVDA,0.83801067,0.5323981,2.5774586,2.2766762,2.4270673,2018-02-28,0.05
PYPL,0.7708678,0.46355456,2.3078682,1.8913125,2.0995903,2018-02-28,0.05
NRG,0.75927275,0.41598016,2.261312,1.6250066,1.9431593,2018-02-28,0.05
ABBV,0.62636364,0.4597851,1.7276589,1.8702123,1.7989357,2018-02-28,0.05
CPRI,0.42892006,0.59921557,0.9348887,2.6506987,1.7927938,2018-02-28,0.05
AMZN,0.66003287,0.40470043,1.8628467,1.5618664,1.7123566,2018-02-28,0.05
MU,0.6904063,0.38128594,1.9848014,1.4307997,1.7078006,2018-02-28,0.05
URI,0.53963554,0.4742864,1.3794305,1.9513861,1.6654084,2018-02-28,0.05
CAT,0.59690493,0.4330509,1.6093771,1.7205632,1.6649702,2018-02-28,0.05
TSS-201909,0.6018058,0.42592075,1.6290549,1.680651,1.6548529,2018-02-28,0.05
NTAP,0.57907015,0.44199482,1.5377674,1.7706282,1.6541978,2018-02-28,0.05
VRTX,0.8176194,0.2584109,2.495584,0.74298525,1.6192846,2018-02-28,0.05
ISRG,0.71395755,0.32533237,2.0793636,1.1175898,1.5984766,2018-02-28,0.05
ADBE,0.66287327,0.3452411,1.8742515,1.2290324,1.551642,2018-02-28,0.05
MAR,0.5903194,0.39043802,1.582935,1.4820299,1.5324824,2018-02-28,0.05
DLTR,0.3987919,0.49758053,0.81391895,2.0817788,1.4478488,2018-02-28,0.05
DHI,0.5965141,0.3550612,1.6078079,1.2840022,1.445905,2018-02-28,0.05
ATVI-202310,0.7253544,0.25281876,2.125124,0.71168226,1.4184031,2018-02-28,0.05
MU,0.70530856,0.5514541,2.3240552,2.65947,2.4917626,2018-03-29,0.05
BA,0.8283239,0.41761962,2.8208754,1.9265684,2.3737218,2018-03-29,0.05
ABBV,0.6723958,0.51901454,2.191131,2.481825,2.3364782,2018-03-29,0.05
NFLX,0.7279271,0.4724914,2.4154043,2.227056,2.3212302,2018-03-29,0.05
NVDA,0.80044955,0.400394,2.7082999,1.8322377,2.270269,2018-03-29,0.05
KSS,0.558951,0.49389523,1.7329632,2.3442674,2.0386152,2018-03-29,0.05
RHT-201907,0.66399693,0.3993442,2.1572106,1.8264891,1.9918499,2018-03-29,0.05
AMZN,0.60794705,0.42602614,1.9308428,1.9726039,1.9517233,2018-03-29,0.05
CPRI,0.38525146,0.5463561,1.0314454,2.6315525,1.8314989,2018-03-29,0.05
PYPL,0.6912599,0.3047431,2.2673173,1.3084365,1.7878768,2018-03-29,0.05
ADBE,0.61221117,0.35599893,1.9480642,1.5891227,1.7685934,2018-03-29,0.05
ISRG,0.61352575,0.31008124,1.9533733,1.3376691,1.6455212,2018-03-29,0.05
EL,0.5499997,0.34432483,1.6968117,1.5251932,1.6110024,2018-03-29,0.05
TSS-201909,0.5584131,0.32996136,1.7307906,1.4465363,1.5886635,2018-03-29,0.05
TROW,0.534376,0.31445277,1.6337125,1.3616084,1.4976604,2018-03-29,0.05
MAR,0.5271956,0.31231982,1.604713,1.3499279,1.4773204,2018-03-29,0.05
MA,0.5094825,0.32177544,1.5331755,1.4017087,1.467442,2018-03-29,0.05
NTAP,0.47520727,0.3405685,1.3947486,1.5046228,1.4496857,2018-03-29,0.05
CAT,0.506277,0.31585324,1.5202295,1.3692777,1.4447536,2018-03-29,0.05
STX,0.23019257,0.5162528,0.40521127,2.4667015,1.4359564,2018-03-29,0.05
MU,0.7994884,0.48913446,2.97202,2.413822,2.692921,2018-04-30,0.05
NFLX,0.7314189,0.52503365,2.6883981,2.6188307,2.6536145,2018-04-30,0.05
NVDA,0.82835525,0.3137855,3.092298,1.4124606,2.2523794,2018-04-30,0.05
KSS,0.4921584,0.53351396,1.691483,2.667259,2.1793709,2018-04-30,0.05
STX,0.2670744,0.6626511,0.75363654,3.4047196,2.079178,2018-04-30,0.05
EL,0.6042813,0.3417242,2.15866,1.5720093,1.8653346,2018-04-30,0.05
AMZN,0.5380988,0.38931808,1.8829007,1.8438027,1.8633517,2018-04-30,0.05
BA,0.62227225,0.323712,2.233622,1.4691477,1.8513849,2018-04-30,0.05
CPRI,0.5311118,0.38552988,1.8537881,1.8221697,1.8379788,2018-04-30,0.05
NTAP,0.4062178,0.4753356,1.3333986,2.3350213,1.8342099,2018-04-30,0.05
ADBE,0.60208696,0.33119193,2.149517,1.511863,1.83069,2018-04-30,0.05
RHT-201907,0.5908146,0.3298725,2.1025488,1.5043283,1.8034385,2018-04-30,0.05
WYNN,0.6543902,0.27788246,2.3674464,1.2074299,1.7874382,2018-04-30,0.05
INTC,0.39124423,0.4080941,1.2710088,1.9510267,1.6110177,2018-04-30,0.05
GWW,0.15521373,0.5629481,0.28755218,2.835348,1.56145,2018-04-30,0.05
NRG,0.6170279,0.20579137,2.2117705,0.795741,1.5037558,2018-04-30,0.05
MPC,0.41570848,0.3452822,1.3729429,1.5923282,1.4826355,2018-04-30,0.05
ETFC-202010,0.47351095,0.30094424,1.6137856,1.3391284,1.476457,2018-04-30,0.05
PYPL,0.5913516,0.2070615,2.1047866,0.8029943,1.4538904,2018-04-30,0.05
BBY,0.49240813,0.27232933,1.6925235,1.1757178,1.4341207,2018-04-30,0.05
NFLX,0.74854875,0.54404753,2.8770065,3.0670383,2.9720225,2018-05-31,0.05
AMZN,0.5690368,0.4880244,2.0878782,2.723534,2.4057062,2018-05-31,0.05
RHT-201907,0.633974,0.38585016,2.3733401,2.0970554,2.2351978,2018-05-31,0.05
STX,0.29075092,0.5821472,0.8645437,3.300645,2.0825944,2018-05-31,0.05
VLO,0.55331343,0.38359478,2.018759,2.0832267,2.050993,2018-05-31,0.05
NTAP,0.4852475,0.43092865,1.7195436,2.373453,2.0464983,2018-05-31,0.05
ADBE,0.53234005,0.39572048,1.9265608,2.1575751,2.042068,2018-05-31,0.05
CPRI,0.5851886,0.35759413,2.1588812,1.9238044,2.0413427,2018-05-31,0.05
BA,0.6583227,0.28194767,2.480376,1.4599802,1.9701781,2018-05-31,0.05
NVDA,0.7281988,0.23087148,2.787549,1.146808,1.9671786,2018-05-31,0.05
EL,0.57018864,0.3228641,2.0929418,1.7108581,1.9018999,2018-05-31,0.05
ETFC-202010,0.553414,0.33032775,2.019201,1.7566212,1.8879111,2018-05-31,0.05
ANDV-201809,0.5589956,0.30525622,2.0437376,1.6028959,1.8233168,2018-05-31,0.05
KSS,0.49383548,0.3288172,1.757296,1.7473594,1.7523277,2018-05-31,0.05
BBY,0.4665404,0.30727977,1.6373079,1.6153033,1.6263056,2018-05-31,0.05
TROW,0.53895915,0.23918378,1.9556581,1.1977746,1.5767164,2018-05-31,0.05
ISRG,0.5453635,0.23454514,1.9838114,1.1693329,1.5765722,2018-05-31,0.05
FLIR-202105,0.4039012,0.32586646,1.3619481,1.729267,1.5456076,2018-05-31,0.05
GWW,0.2152088,0.4592253,0.5324632,2.546953,1.5397081,2018-05-31,0.05
INTU,0.47865713,0.26984766,1.6905726,1.3857893,1.538181,2018-05-31,0.05
NFLX,0.8372987,0.582188,3.1140342,3.1213892,3.1177115,2018-06-29,0.05
VLO,0.6744524,0.45390534,2.427011,2.3721893,2.3996,2018-06-29,0.05
KSS,0.58550936,0.48976818,2.0517743,2.5816364,2.3167052,2018-06-29,0.05
NVDA,0.8867781,0.20031631,3.32278,0.8911716,2.1069758,2018-06-29,0.05
NTAP,0.5553918,0.43724865,1.9247128,2.2749104,2.0998116,2018-06-29,0.05
NRG,0.71031195,0.31632972,2.578297,1.5687164,2.0735066,2018-06-29,0.05
GWW,0.5023326,0.46229213,1.7008644,2.4211702,2.0610173,2018-06-29,0.05
M,0.2389819,0.6485092,0.5898288,3.5087202,2.0492744,2018-06-29,0.05
BA,0.6734836,0.32646528,2.4229238,1.6279104,2.025417,2018-06-29,0.05
ETFC-202010,0.6062674,0.37384707,2.1393492,1.9046308,2.02199,2018-06-29,0.05
RL,0.5331021,0.41812703,1.8306761,2.163236,1.996956,2018-06-29,0.05
ADBE,0.6226791,0.352877,2.2085874,1.7821608,1.9953741,2018-06-29,0.05
AMZN,0.5663193,0.38824812,1.9708142,1.9887362,1.9797752,2018-06-29,0.05
MU,0.73300016,0.26213858,2.6740148,1.2522277,1.9631212,2018-06-29,0.05
ANDV-201809,0.6231639,0.3231135,2.2106328,1.6083351,1.9094839,2018-06-29,0.05
RHT-201907,0.61194026,0.29580107,2.163282,1.4488244,1.8060532,2018-06-29,0.05
STX,0.35014692,0.4467237,1.0588167,2.330247,1.6945318,2018-06-29,0.05
EL,0.55445933,0.29832083,1.920779,1.4635403,1.6921597,2018-06-29,0.05
MRO-202411,0.38183293,0.41890004,1.192495,2.1677504,1.6801226,2018-06-29,0.05
TROW,0.5641781,0.27930337,1.9617809,1.3524741,1.6571275,2018-06-29,0.05
NFLX,0.8756271,0.73560125,3.4269032,4.369926,3.8984146,2018-07-31,0.05
KSS,0.6969669,0.44709662,2.6305668,2.6026492,2.6166081,2018-07-31,0.05
TFCF-201903,0.6170374,0.4633128,2.2742999,2.7019837,2.4881418,2018-07-31,0.05
TFCFA-201903,0.617214,0.44669524,2.275087,2.6001904,2.4376388,2018-07-31,0.05
ALGN,0.85710794,0.27115953,3.3443584,1.5249212,2.43464,2018-07-31,0.05
M,0.5364212,0.49013683,1.9149717,2.8662982,2.390635,2018-07-31,0.05
NTAP,0.6787373,0.33579904,2.5493126,1.92088,2.2350962,2018-07-31,0.05
GWW,0.60574657,0.34133628,2.2239735,1.954799,2.0893862,2018-07-31,0.05
RL,0.6443671,0.29296935,2.3961155,1.6585205,2.027318,2018-07-31,0.05
AMZN,0.53590524,0.36775422,1.912672,2.116626,2.014649,2018-07-31,0.05
TRIP,0.36924195,0.47572833,1.1698092,2.7780368,1.973923,2018-07-31,0.05
VLO,0.6242329,0.2741145,2.306372,1.5430224,1.9246972,2018-07-31,0.05
APC-201908,0.38235065,0.42958117,1.2282382,2.4953558,1.8617971,2018-07-31,0.05
MRO-202411,0.48423845,0.34604433,1.6823794,1.9836389,1.8330091,2018-07-31,0.05
UA,0.16744238,0.5692685,0.2703345,3.3510308,1.8106827,2018-07-31,0.05
ADBE,0.5415486,0.29529893,1.937826,1.6727908,1.8053083,2018-07-31,0.05
HES-202507,0.4032344,0.3921349,1.3213226,2.2659733,1.793648,2018-07-31,0.05
TIF-202101,0.43955114,0.34528682,1.4831961,1.9789987,1.7310975,2018-07-31,0.05
COP,0.46421063,0.3230681,1.59311,1.8428948,1.7180023,2018-07-31,0.05
STX,0.3294045,0.41748133,0.99224305,2.4212365,1.7067398,2018-07-31,0.05
NFLX,0.81472313,0.5641304,3.0656047,3.3588886,3.2122467,2018-08-31,0.05
ALGN,0.86531985,0.47322193,3.2922492,2.7745125,3.033381,2018-08-31,0.05
M,0.59038854,0.4782867,2.0607123,2.8070698,2.433891,2018-08-31,0.05
GWW,0.6756291,0.39266858,2.4425418,2.2567012,2.3496215,2018-08-31,0.05
AMD,0.3844117,0.57833874,1.1380523,3.4502223,2.2941372,2018-08-31,0.05
AMZN,0.6076973,0.41862345,2.1382458,2.423544,2.2808948,2018-08-31,0.05
ILMN,0.6255612,0.39511377,2.2182658,2.2724195,2.2453427,2018-08-31,0.05
NTAP,0.68190753,0.34932604,2.4706657,1.9780877,2.2243767,2018-08-31,0.05
TRIP,0.41743538,0.5204717,1.2859797,3.0782425,2.1821113,2018-08-31,0.05
KSS,0.68974906,0.32662874,2.5057914,1.8321856,2.1689885,2018-08-31,0.05
IDXX,0.41696268,0.44868344,1.2838625,2.6167748,1.9503186,2018-08-31,0.05
ADBE,0.5480757,0.33379474,1.8711746,1.8782498,1.8747122,2018-08-31,0.05
RL,0.62375575,0.27323613,2.2101786,1.4889683,1.8495734,2018-08-31,0.05
VLO,0.5968962,0.2688724,2.0898628,1.4609175,1.7753901,2018-08-31,0.05
ISRG,0.48852628,0.33112234,1.604427,1.8610712,1.7327491,2018-08-31,0.05
XL-201809,0.26923957,0.47742337,0.62214625,2.8015203,1.7118332,2018-08-31,0.05
APC-201908,0.4883195,0.31795865,1.6035005,1.7764527,1.6899766,2018-08-31,0.05
RHI,0.47692162,0.31973457,1.5524446,1.7878686,1.6701566,2018-08-31,0.05
COP,0.52075076,0.28727725,1.7487744,1.5792271,1.6640007,2018-08-31,0.05
MU,0.56980205,0.24982724,1.9684964,1.3384918,1.6534941,2018-08-31,0.05
AMD,0.61484796,0.60534155,2.0577781,3.6489832,2.8533807,2018-09-28,0.05
ALGN,0.8377357,0.38876134,3.0045106,2.3114636,2.657987,2018-09-28,0.05
ILMN,0.7134459,0.42214656,2.4765804,2.5176384,2.4971094,2018-09-28,0.05
NTAP,0.70923495,0.3530987,2.458694,2.091224,2.274959,2018-09-28,0.05
GWW,0.7804037,0.2857107,2.7609885,1.6750605,2.2180245,2018-09-28,0.05
AMZN,0.7117773,0.3273048,2.469493,1.9319305,2.2007117,2018-09-28,0.05
NFLX,0.7050763,0.30768067,2.4410298,1.810739,2.1258845,2018-09-28,0.05
CNC,0.6121386,0.31181952,2.0462701,1.8362991,1.9412847,2018-09-28,0.05
RHI,0.56952345,0.31352904,1.8652589,1.8468565,1.8560576,2018-09-28,0.05
M,0.48525566,0.36513677,1.5073252,2.165567,1.836446,2018-09-28,0.05
KSS,0.6912732,0.2175529,2.3824,1.2541429,1.8182714,2018-09-28,0.05
ADBE,0.5871341,0.27697468,1.9400616,1.6211101,1.7805858,2018-09-28,0.05
TRIP,0.33063424,0.4488338,0.850559,2.6824489,1.7665039,2018-09-28,0.05
ANDV-201809,0.45443222,0.3596646,1.3764001,2.1317725,1.7540863,2018-09-28,0.05
ISRG,0.5825228,0.2602753,1.9204746,1.5179808,1.7192278,2018-09-28,0.05
CRM,0.5196848,0.29293558,1.6535654,1.7196788,1.6866221,2018-09-28,0.05
HCA,0.5218463,0.29141036,1.6627465,1.7102596,1.686503,2018-09-28,0.05
TJX,0.4688915,0.32676977,1.4378171,1.9286263,1.6832217,2018-09-28,0.05
CF,0.6102771,0.22361735,2.0383632,1.2915946,1.664979,2018-09-28,0.05
XL-201809,0.27605346,0.45116782,0.61872303,2.696863,1.657793,2018-09-28,0.05
AMD,0.86548305,0.9364009,3.095146,5.3543825,4.2247643,2018-10-31,0.05
MRO-202411,0.7501003,0.47689798,2.6009588,2.5398197,2.5703893,2018-10-31,0.05
ALGN,0.7945901,0.39894268,2.7915099,2.062325,2.4269176,2018-10-31,0.05
NTAP,0.8146952,0.358012,2.8776202,1.8116151,2.3446176,2018-10-31,0.05
HES-202507,0.63471025,0.46794116,2.1067402,2.484957,2.2958486,2018-10-31,0.05
ILMN,0.58515304,0.476092,1.8944855,2.5348828,2.214684,2018-10-31,0.05
GWW,0.8073836,0.3206741,2.8463047,1.5829116,2.2146082,2018-10-31,0.05
ANDV-201809,0.44685352,0.5460735,1.302145,2.9635358,2.1328404,2018-10-31,0.05
NFLX,0.761476,0.24997525,2.649681,1.1498647,1.8997729,2018-10-31,0.05
AMZN,0.7142368,0.2809152,2.4473543,1.3393792,1.8933668,2018-10-31,0.05
COP,0.59147286,0.36249498,1.9215534,1.8390744,1.8803139,2018-10-31,0.05
AAP,0.54452825,0.3888434,1.7204884,2.0004647,1.8604765,2018-10-31,0.05
CF,0.6596354,0.29152435,2.2134953,1.4043627,1.808929,2018-10-31,0.05
ORLY,0.57146895,0.3522999,1.8358761,1.7766272,1.8062516,2018-10-31,0.05
HCA,0.5796555,0.3436962,1.8709394,1.7239275,1.7974334,2018-10-31,0.05
CNC,0.48826578,0.355945,1.4795147,1.7989542,1.6392345,2018-10-31,0.05
ISRG,0.53882813,0.29713413,1.6960746,1.4387239,1.5673993,2018-10-31,0.05
CRM,0.5100713,0.3133498,1.5729083,1.5380487,1.5554786,2018-10-31,0.05
NRG,0.41067088,0.37089193,1.1471739,1.8905077,1.5188408,2018-10-31,0.05
FFIV,0.51310146,0.29469353,1.5858866,1.4237746,1.5048306,2018-10-31,0.05
AMD,0.35643947,0.59439814,1.3867283,3.4322007,2.4094644,2018-11-30,0.05
WBD,0.41961223,0.41305798,1.6620238,2.3931031,2.0275636,2018-11-30,0.05
HCA,0.5268913,0.3256165,2.1295266,1.8920547,2.0107906,2018-11-30,0.05
NTAP,0.6053589,0.25393796,2.4714744,1.4813294,1.9764019,2018-11-30,0.05
DISCK-202204,0.3692802,0.4064891,1.4426858,2.3554628,1.8990743,2018-11-30,0.05
TSCO,0.38893265,0.38482094,1.5283277,2.231302,1.8798149,2018-11-30,0.05
ESRX-201812,0.42620045,0.33913645,1.690734,1.9695253,1.8301296,2018-11-30,0.05
AAP,0.47844964,0.29912314,1.9184266,1.740245,1.8293358,2018-11-30,0.05
CMG,0.40239605,0.3539509,1.5869988,2.0544136,1.8207061,2018-11-30,0.05
TFCF-201903,0.5695371,0.22096804,2.3153694,1.2924085,1.8038889,2018-11-30,0.05
TFCFA-201903,0.5543106,0.21966183,2.249015,1.2849238,1.7669694,2018-11-30,0.05
TJX,0.4161458,0.30648577,1.6469177,1.7824336,1.7146757,2018-11-30,0.05
ILMN,0.44596583,0.2746653,1.776868,1.6000991,1.6884835,2018-11-30,0.05
JWN-202505,0.36245215,0.31969315,1.4129305,1.8581133,1.6355219,2018-11-30,0.05
MKC,0.36168352,0.31590328,1.4095808,1.8363969,1.6229889,2018-11-30,0.05
ROST,0.4373244,0.24357982,1.7392102,1.4219763,1.5805933,2018-11-30,0.05
KSS,0.542313,0.16036098,2.1967316,0.9451239,1.5709277,2018-11-30,0.05
