symbol,R_12,R_6,Z_12,Z_6,score,rebal_date,weight
NVDA,0.6374022,0.65032274,1.005811,3.166394,2.0861025,2021-11-30,0.05
APA,1.0272248,0.38651615,2.4154117,1.6535976,2.0345047,2021-11-30,0.05
OXY,1.2104586,0.23152176,3.0779865,0.7647835,1.921385,2021-11-30,0.05
BBWI,0.9933253,0.32823223,2.2928312,1.3193688,1.8061,2021-11-30,0.05
NUE,0.9329955,0.3381831,2.0746782,1.3764321,1.7255552,2021-11-30,0.05
F,0.94178873,0.3323822,2.1064746,1.3431668,1.7248207,2021-11-30,0.05
INTU,0.6590326,0.4950174,1.0840266,2.2757971,1.6799119,2021-11-30,0.05
OKE,0.9996928,0.27818966,2.315856,1.0324003,1.674128,2021-11-30,0.05
COP,0.8617386,0.36229688,1.8170129,1.5147123,1.6658626,2021-11-30,0.05
EOG,0.9892085,0.27082032,2.2779448,0.9901408,1.6340427,2021-11-30,0.05
RHI,0.77671224,0.37845358,1.509557,1.6073627,1.5584599,2021-11-30,0.05
MSCI,0.629593,0.46442962,0.9775729,2.1003916,1.5389823,2021-11-30,0.05
PWR,0.83315146,0.32284516,1.7136415,1.2884768,1.5010592,2021-11-30,0.05
DVN,1.5979666,0.61622536,4.593845,3.157417,3.8756309,2021-12-31,0.05
NVDA,0.959242,0.7783631,2.2605522,4.023517,3.1420345,2021-12-31,0.05
MRO-202411,1.3839432,0.33009094,3.812007,1.6289573,2.720482,2021-12-31,0.05
FANG,1.4461685,0.28201365,4.039319,1.3721402,2.7057295,2021-12-31,0.05
FTNT,1.1016277,0.48621935,2.7806942,2.462957,2.6218257,2021-12-31,0.05
ALB,1.0596576,0.46426862,2.6273751,2.3457015,2.4865384,2021-12-31,0.05
AMD,0.7435867,0.66285974,1.4727526,3.4065266,2.4396396,2021-12-31,0.05
F,0.9143032,0.5135927,2.0963883,2.6091788,2.3527837,2021-12-31,0.05
IT,0.9554793,0.46630177,2.2468069,2.3565621,2.3016844,2021-12-31,0.05
BBWI,1.0728804,0.35079026,2.6756787,1.739528,2.2076035,2021-12-31,0.05
ANET,0.86520386,0.45394737,1.917026,2.2905679,2.103797,2021-12-31,0.05
APA,1.1395633,0.25718296,2.9192748,1.2395006,2.0793877,2021-12-31,0.05
XLNX-202202,0.65950865,0.5814687,1.1656113,2.9717555,2.0686834,2021-12-31,0.05
COP,0.9267446,0.3371414,2.1418374,1.6666191,1.9042282,2021-12-31,0.05
INTU,0.73442477,0.46153218,1.4392836,2.331084,1.8851838,2021-12-31,0.05
OXY,1.1794991,0.15703297,3.0651624,0.70452404,1.8848432,2021-12-31,0.05
SPG,0.9380955,0.24950007,2.1833029,1.1984606,1.6908817,2021-12-31,0.05
ETSY,0.81458795,0.3229937,1.7321236,1.5910455,1.6615846,2021-12-31,0.05
EOG,0.96677876,0.18918347,2.2880843,0.87626415,1.5821742,2021-12-31,0.05
NUE,0.8208735,0.2642139,1.7550851,1.2770582,1.5160717,2021-12-31,0.05
DVN,1.2141495,0.5538093,4.1656327,2.7049298,3.4352813,2022-01-31,0.05
FTNT,1.0703833,0.49746686,3.528108,2.3887343,2.9584212,2022-01-31,0.05
NVDA,0.7871706,0.59414226,2.2722135,2.9312797,2.6017466,2022-01-31,0.05
MRO-202411,1.0346668,0.31235084,3.3697245,1.3498576,2.359791,2022-01-31,0.05
ANET,0.7533587,0.5272496,2.1222763,2.555876,2.339076,2022-01-31,0.05
FANG,1.013644,0.30794755,3.2765,1.3251462,2.3008232,2022-01-31,0.05
F,0.83245814,0.3623168,2.4730392,1.6302681,2.0516536,2022-01-31,0.05
TSLA,0.62156487,0.52487826,1.5378422,2.542568,2.040205,2022-01-31,0.05
EXR,0.733619,0.4333002,2.0347412,2.028629,2.031685,2022-01-31,0.05
IT,0.7882181,0.36605114,2.2768583,1.6512253,1.9640418,2022-01-31,0.05
AMD,0.44018167,0.5860924,0.7335063,2.8861036,1.8098049,2022-01-31,0.05
AZO,0.61125183,0.3990413,1.4921094,1.8363671,1.6642382,2022-01-31,0.05
INTU,0.6082753,0.38422167,1.4789101,1.753199,1.6160545,2022-01-31,0.05
MAA,0.6240825,0.3670311,1.5490066,1.6567249,1.6028657,2022-01-31,0.05
BBWI,0.80652153,0.21856314,2.3580246,0.82351816,1.5907714,2022-01-31,0.05
LLY,0.6550334,0.33064657,1.686257,1.4525338,1.5693954,2022-01-31,0.05
APA,0.74191034,0.26050565,2.071509,1.0589008,1.5652049,2022-01-31,0.05
CF,0.6640252,0.29693297,1.7261306,1.263332,1.4947313,2022-01-31,0.05
SPG,0.7194419,0.2504151,1.9718735,1.0022722,1.487073,2022-01-31,0.05
XLNX-202202,0.3780772,0.5144097,0.45810682,2.4838183,1.4709625,2022-01-31,0.05
DVN,1.2228563,0.58578664,4.648717,3.6761663,4.1624417,2022-02-28,0.05
MRO-202411,1.085758,0.36521772,4.03,2.21521,3.122605,2022-02-28,0.05
APA,0.8607893,0.43634185,3.0147305,2.6863065,2.8505185,2022-02-28,0.05
FANG,0.9788326,0.3055345,3.5474527,1.8198934,2.683673,2022-02-28,0.05
COP,0.8289988,0.3915016,2.8712618,2.3893034,2.6302826,2022-02-28,0.05
EOG,0.8689972,0.34248734,3.0517724,2.0646534,2.5582128,2022-02-28,0.05
F,0.847157,0.32209864,2.9532087,1.9296073,2.441408,2022-02-28,0.05
PXD-202405,0.69400394,0.3314783,2.2620382,1.9917341,2.1268861,2022-02-28,0.05
OXY,0.77898467,0.1869313,2.6455512,1.0343152,1.8399332,2022-02-28,0.05
CF,0.59956455,0.30246094,1.835839,1.7995353,1.8176872,2022-02-28,0.05
FTNT,0.6937529,0.22147113,2.2609053,1.2630926,1.7619989,2022-02-28,0.05
ANET,0.53722817,0.3165726,1.5545187,1.8930051,1.7237619,2022-02-28,0.05
XOM,0.6709578,0.21417515,2.1580324,1.2147671,1.6863997,2022-02-28,0.05
RHI,0.61071813,0.24833785,1.8861744,1.4410466,1.6636105,2022-02-28,0.05
CMA,0.5438731,0.28031433,1.5845068,1.6528454,1.6186761,2022-02-28,0.05
AZO,0.5161847,0.28603384,1.4595509,1.690729,1.57514,2022-02-28,0.05
NVDA,0.6298034,0.20254305,1.9723053,1.137721,1.5550132,2022-02-28,0.05
HAL,0.4945264,0.28902623,1.3618082,1.7105494,1.5361788,2022-02-28,0.05
SLB,0.59940255,0.20796129,1.8351079,1.1736091,1.5043585,2022-02-28,0.05
MOS,0.559829,0.2292368,1.6565149,1.3145292,1.485522,2022-02-28,0.05
DVN,1.3460234,0.8711469,4.855472,4.577828,4.71665,2022-03-31,0.05
MRO-202411,1.1543661,0.6772237,4.051736,3.5513146,3.801525,2022-03-31,0.05
APA,0.9233717,0.6481416,3.0830345,3.3973718,3.2402031,2022-03-31,0.05
FANG,0.91116184,0.5925933,3.0318315,3.1033323,3.067582,2022-03-31,0.05
COP,0.9010611,0.53975755,2.9894729,2.8236516,2.9065623,2022-03-31,0.05
EOG,0.8715461,0.49057567,2.8656983,2.5633123,2.7145052,2022-03-31,0.05
PXD-202405,0.74154943,0.5502734,2.3205428,2.879316,2.5999293,2022-03-31,0.05
OXY,0.78071165,0.51682544,2.4847736,2.7022626,2.5935183,2022-03-31,0.05
CF,0.7013532,0.55610716,2.1519752,2.9101965,2.531086,2022-03-31,0.05
MOS,0.7110512,0.52262735,2.1926448,2.7329745,2.4628096,2022-03-31,0.05
NUE,1.0113518,0.24364,3.4519892,1.2561831,2.3540862,2022-03-31,0.05
HAL,0.6509622,0.48743305,1.9406548,2.546677,2.243666,2022-03-31,0.05
FTNT,0.867144,0.23546816,2.8472373,1.2129263,2.0300817,2022-03-31,0.05
LYV,0.5978521,0.4262473,1.7179317,2.2227964,1.9703641,2022-03-31,0.05
MPC,0.6373092,0.3698647,1.8833995,1.9243408,1.9038701,2022-03-31,0.05
XOM,0.6296778,0.34847426,1.8513962,1.8111128,1.8312545,2022-03-31,0.05
CVX,0.58634275,0.38203287,1.6696659,1.9887519,1.8292089,2022-03-31,0.05
HES-202507,0.6401534,0.28596565,1.895327,1.4802296,1.6877782,2022-03-31,0.05
SLB,0.5895958,0.3200437,1.683308,1.6606184,1.6719632,2022-03-31,0.05
CMA,0.5489581,0.3473951,1.5128894,1.8054003,1.6591449,2022-03-31,0.05
DVN,1.0866147,0.74655676,3.6603436,3.3855522,3.5229478,2022-04-29,0.05
CF,0.84282947,0.827989,2.7042034,3.758299,3.2312512,2022-04-29,0.05
MRO-202411,0.8307798,0.7663073,2.6569438,3.475958,3.066451,2022-04-29,0.05
OXY,0.7609812,0.79548794,2.3831894,3.6095293,2.9963593,2022-04-29,0.05
MOS,0.8265078,0.73255557,2.6401887,3.3214633,2.980826,2022-04-29,0.05
APA,0.74849206,0.7583477,2.3342063,3.439524,2.8868651,2022-04-29,0.05
EOG,0.68041766,0.6121173,2.0672145,2.7701705,2.4186926,2022-04-29,0.05
COP,0.6858641,0.60500854,2.0885756,2.737631,2.4131033,2022-04-29,0.05
FANG,0.7075897,0.583673,2.1737847,2.6399698,2.4068773,2022-04-29,0.05
HAL,0.5625831,0.64493775,1.6050601,2.9204025,2.2627313,2022-04-29,0.05
PXD-202405,0.578067,0.5637327,1.665789,2.5486953,2.107242,2022-04-29,0.05
NUE,0.93130994,0.24627773,3.051229,1.0955806,2.0734048,2022-04-29,0.05
CVX,0.53503096,0.5423056,1.496999,2.4506152,1.9738071,2022-04-29,0.05
ANET,0.68640643,0.4083925,2.0907028,1.8376428,1.9641728,2022-04-29,0.05
DLTR,0.48910463,0.57031906,1.3168732,2.5788436,1.9478583,2022-04-29,0.05
CTRA,0.44976607,0.58931077,1.162585,2.6657763,1.9141806,2022-04-29,0.05
MCK,0.6018378,0.4090192,1.7590195,1.8405116,1.7997656,2022-04-29,0.05
HES-202507,0.5075764,0.45331255,1.3893206,2.0432594,1.71629,2022-04-29,0.05
BKR,0.4266453,0.48301527,1.0719041,2.1792204,1.6255622,2022-04-29,0.05
XOM,0.47193575,0.4396956,1.2495358,1.9809294,1.6152326,2022-04-29,0.05
DVN,1.0437068,0.52908415,3.9075665,2.4198408,3.1637037,2022-05-31,0.05
APA,0.8389301,0.6560426,3.1169083,2.9793072,3.0481076,2022-05-31,0.05
MRO-202411,0.8617566,0.60736144,3.2050433,2.7647846,2.9849138,2022-05-31,0.05
OXY,0.73075825,0.62457854,2.6992488,2.8406549,2.7699518,2022-05-31,0.05
CF,0.7782688,0.55945486,2.8826907,2.5536752,2.718183,2022-05-31,0.05
MOS,0.68911034,0.5625403,2.538443,2.5672717,2.5528574,2022-05-31,0.05
NUE,0.6725082,0.45973903,2.474341,2.1142585,2.2942996,2022-05-31,0.05
HAL,0.5164679,0.5047986,1.8718578,2.3128219,2.0923398,2022-05-31,0.05
VLO,0.49365634,0.48128098,1.7837805,2.209187,1.9964838,2022-05-31,0.05
EOG,0.5491174,0.4242502,1.9979198,1.9578701,1.977895,2022-05-31,0.05
COP,0.62173986,0.3599779,2.2783206,1.6746422,1.9764814,2022-05-31,0.05
MCK,0.470427,0.44391626,1.6940902,2.0445323,1.8693113,2022-05-31,0.05
CVX,0.44967777,0.45651138,1.6139759,2.1000352,1.8570056,2022-05-31,0.05
DLTR,0.35014474,0.52894294,1.2296715,2.4192185,1.824445,2022-05-31,0.05
ADM,0.47410256,0.4112369,1.7082819,1.9005249,1.8044033,2022-05-31,0.05
MPC,0.52501905,0.3609915,1.9048743,1.679109,1.7919917,2022-05-31,0.05
XOM,0.47713646,0.3954808,1.719996,1.8310925,1.7755442,2022-05-31,0.05
FANG,0.56048864,0.29643872,2.041825,1.3946449,1.718235,2022-05-31,0.05
CTRA,0.5005877,0.34023032,1.8105431,1.5876209,1.6990819,2022-05-31,0.05
PXD-202405,0.43507516,0.37072134,1.5575942,1.7219851,1.6397896,2022-05-31,0.05
DVN,1.2288109,0.6608052,4.417524,2.8713448,3.6444345,2022-06-30,0.05
OXY,1.0088688,0.7288574,3.631216,3.1406267,3.3859215,2022-06-30,0.05
MRO-202411,1.0438284,0.6651293,3.7561986,2.8884552,3.322327,2022-06-30,0.05
APA,0.86502385,0.5909109,3.1169605,2.5947735,2.855867,2022-06-30,0.05
CTRA,0.81625366,0.53355646,2.9426038,2.3678226,2.6552134,2022-06-30,0.05
CF,0.7330007,0.5659517,2.6449687,2.4960103,2.5704894,2022-06-30,0.05
COP,0.8237509,0.42629528,2.9694068,1.943391,2.456399,2022-06-30,0.05
HAL,0.74047226,0.49124205,2.67168,2.2003849,2.4360323,2022-06-30,0.05
VLO,0.6199688,0.54854584,2.240872,2.4271355,2.3340037,2022-06-30,0.05
PXD-202405,0.67235446,0.46013087,2.4281542,2.0772781,2.252716,2022-06-30,0.05
EOG,0.6879169,0.43786547,2.4837909,1.9891742,2.2364826,2022-06-30,0.05
MPC,0.6454818,0.4565132,2.3320827,2.062963,2.1975229,2022-06-30,0.05
FANG,0.66389406,0.38191018,2.3979077,1.7677596,2.0828338,2022-06-30,0.05
CVX,0.5831202,0.45248252,2.1091359,2.0470138,2.078075,2022-06-30,0.05
MCK,0.57073873,0.46337372,2.064871,2.09011,2.0774906,2022-06-30,0.05
XOM,0.58114624,0.43271405,2.1020787,1.96879,2.0354342,2022-06-30,0.05
MOS,0.5857841,0.4145503,2.1186593,1.8969163,2.0077877,2022-06-30,0.05
BKR,0.6177608,0.3798109,2.232978,1.7594527,1.9962153,2022-06-30,0.05
HES-202507,0.51519805,0.40618545,1.8663095,1.8638166,1.8650631,2022-06-30,0.05
SLB,0.54948246,0.3649137,1.9888786,1.7005047,1.8446916,2022-06-30,0.05
OXY,0.8242824,0.6906332,3.2450097,3.0761445,3.160577,2022-07-29,0.05
DVN,0.81091076,0.32221073,3.1993847,1.7099404,2.4546626,2022-07-29,0.05
MRO-202411,0.6326459,0.37860057,2.5911353,1.9190483,2.2550917,2022-07-29,0.05
MCK,0.53557533,0.41186282,2.2599251,2.0423932,2.1511593,2022-07-29,0.05
CF,0.49654007,0.35505375,2.1267347,1.8317307,1.9792328,2022-07-29,0.05
APA,0.5279296,0.30996734,2.2338374,1.6645389,1.9491881,2022-07-29,0.05
CTRA,0.54021204,0.29295185,2.2757459,1.601441,1.9385934,2022-07-29,0.05
VLO,0.32554054,0.48180196,1.5432748,2.3017452,1.9225099,2022-07-29,0.05
XOM,0.43293864,0.3796943,1.9097229,1.9231042,1.9164135,2022-07-29,0.05
COP,0.51358646,0.2703275,2.184898,1.5175443,1.8512211,2022-07-29,0.05
LLY,0.49843204,0.27539313,2.1331902,1.5363289,1.8347595,2022-07-29,0.05
HAL,0.34689954,0.3817188,1.6161529,1.9306116,1.7733822,2022-07-29,0.05
PXD-202405,0.46319795,0.27092034,2.0129695,1.5197426,1.766356,2022-07-29,0.05
VRTX,0.30059963,0.41037443,1.4581751,2.0368738,1.7475245,2022-07-29,0.05
EOG,0.39927518,0.297171,1.7948616,1.6170868,1.7059741,2022-07-29,0.05
ABBV,0.34425077,0.30290583,1.6071151,1.638353,1.6227341,2022-07-29,0.05
CVX,0.37636656,0.2676159,1.7166959,1.507489,1.6120925,2022-07-29,0.05
MPC,0.3175531,0.31424934,1.5160213,1.6804175,1.5982194,2022-07-29,0.05
WRB,0.30784512,0.31491825,1.482897,1.682898,1.5828975,2022-07-29,0.05
HES-202507,0.2506696,0.36197415,1.287811,1.8573933,1.5726022,2022-07-29,0.05
OXY,0.74819577,0.8231775,2.958781,4.303832,3.6313066,2022-08-31,0.05
DVN,0.8362746,0.38852122,3.2881694,2.3163247,2.802247,2022-08-31,0.05
CTRA,0.6482671,0.51892346,2.5850778,2.9126015,2.7488396,2022-08-31,0.05
MRO-202411,0.6133557,0.41851264,2.4545197,2.4534636,2.4539917,2022-08-31,0.05
XOM,0.4791734,0.4812214,1.9527184,2.7402053,2.3464618,2022-08-31,0.05
CF,0.6372425,0.30742574,2.5438492,1.945508,2.2446785,2022-08-31,0.05
MCK,0.5876112,0.32096967,2.358243,2.007439,2.1828408,2022-08-31,0.05
ENPH,0.43668494,0.44044963,1.7938243,2.5537724,2.1737983,2022-08-31,0.05
APA,0.5553941,0.33401674,2.2377608,2.067098,2.1524293,2022-08-31,0.05
CVX,0.4905639,0.3520005,1.9953154,2.1493304,2.0723228,2022-08-31,0.05
MPC,0.4489454,0.3727435,1.8396748,2.2441795,2.041927,2022-08-31,0.05
COP,0.50648916,0.32018209,2.054871,2.0038376,2.0293543,2022-08-31,0.05
VLO,0.3961996,0.40802377,1.6424214,2.405502,2.0239618,2022-08-31,0.05
MOS,0.51003253,0.2974544,2.0681221,1.8999131,1.9840176,2022-08-31,0.05
PXD-202405,0.4543444,0.30808818,1.8598654,1.9485371,1.9042013,2022-08-31,0.05
HES-202507,0.26678362,0.42513534,1.1584445,2.4837463,1.8210955,2022-08-31,0.05
DLTR,0.5079671,0.16277486,2.060398,1.2840781,1.6722381,2022-08-31,0.05
EOG,0.37602744,0.26798564,1.5669836,1.7651644,1.666074,2022-08-31,0.05
WMB,0.30618778,0.29393455,1.3058043,1.8838183,1.5948112,2022-08-31,0.05
PWR,0.4286489,0.1922826,1.7637719,1.4190052,1.5913885,2022-08-31,0.05
OXY,1.0057397,0.63808453,3.704736,3.727734,3.7162352,2022-09-30,0.05
DVN,1.0747397,0.36705056,3.9376445,2.3745003,3.1560724,2022-09-30,0.05
ENPH,0.4126125,0.7125352,1.7026432,4.0994554,2.9010491,2022-09-30,0.05
CF,0.80647904,0.4188602,3.0321343,2.6331785,2.8326564,2022-09-30,0.05
CTRA,0.76840836,0.4096932,2.9036272,2.5874088,2.745518,2022-09-30,0.05
MRO-202411,0.80953646,0.28292215,3.0424545,1.9544593,2.498457,2022-09-30,0.05
MPC,0.6395698,0.35891196,2.4687345,2.3338654,2.4013,2022-09-30,0.05
VLO,0.61414313,0.37295264,2.3829072,2.4039686,2.3934379,2022-09-30,0.05
MCK,0.5971186,0.3619727,2.3254411,2.3491473,2.337294,2022-09-30,0.05
COP,0.7025037,0.23580816,2.681167,1.7192258,2.2001963,2022-09-30,0.05
MOS,0.55690986,0.30613282,2.1897168,2.0703466,2.1300316,2022-09-30,0.05
APA,0.7477332,0.16992855,2.8338385,1.3902985,2.1120684,2022-09-30,0.05
XOM,0.56632406,0.2607467,2.2214944,1.8437402,2.0326173,2022-09-30,0.05
PWR,0.4433676,0.31999213,1.8064566,2.1395442,1.9730004,2022-09-30,0.05
PXD-202405,0.6322729,0.18927564,2.444104,1.4868956,1.9654998,2022-09-30,0.05
HES-202507,0.4711412,0.27595407,1.9002061,1.9196687,1.9099374,2022-09-30,0.05
CVX,0.49243253,0.21294403,1.9720746,1.6050686,1.7885716,2022-09-30,0.05
FANG,0.60841435,0.10624823,2.3635697,1.0723517,1.7179607,2022-09-30,0.05
NLSN-202210,0.17478096,0.39740694,0.8998461,2.5260653,1.7129557,2022-09-30,0.05
EOG,0.5804814,0.12029666,2.2692823,1.1424935,1.7058879,2022-09-30,0.05
OXY,0.8791313,0.34647235,3.3845224,2.523258,2.9538903,2022-10-31,0.05
ENPH,0.46821046,0.5095171,2.1160986,3.2791452,2.6976218,2022-10-31,0.05
CF,0.76760554,0.17813571,3.0402665,1.7428373,2.391552,2022-10-31,0.05
NLSN-202210,0.26669088,0.4725116,1.4940515,3.1075852,2.3008184,2022-10-31,0.05
MPC,0.54461265,0.25551057,2.3519356,2.1015527,2.2267442,2022-10-31,0.05
VLO,0.51797146,0.26330468,2.2697003,2.1376867,2.2036934,2022-10-31,0.05
DVN,0.80252516,0.06553821,3.1480558,1.2208271,2.1844416,2022-10-31,0.05
CTRA,0.60019046,0.17806132,2.5234926,1.7424924,2.1329925,2022-10-31,0.05
MCK,0.51646125,0.21482626,2.2650385,1.9129372,2.0889878,2022-10-31,0.05
COP,0.65911275,0.109856054,2.7053728,1.4262879,2.0658302,2022-10-31,0.05
VRTX,0.36852705,0.23012714,1.8083977,1.9838732,1.8961354,2022-10-31,0.05
XOM,0.5151326,0.12724662,2.2609375,1.5069119,1.8839247,2022-10-31,0.05
MRO-202411,0.66639507,0.00717555,2.7278516,0.95025367,1.8390527,2022-10-31,0.05
CAH,0.28346112,0.23590338,1.5458176,2.0106525,1.7782351,2022-10-31,0.05
LLY,0.23868322,0.26409775,1.4075979,2.1413636,1.7744808,2022-10-31,0.05
EOG,0.586695,0.020003371,2.4818351,1.0097243,1.7457798,2022-10-31,0.05
HES-202507,0.47746187,0.08546673,2.144656,1.3132172,1.7289366,2022-10-31,0.05
ALB,0.118861176,0.3049744,1.0377332,2.3308706,1.6843019,2022-10-31,0.05
GPC,0.23318958,0.22031507,1.3906403,1.9383837,1.6645119,2022-10-31,0.05
CI,0.29338124,0.16733256,1.5764389,1.6927531,1.634596,2022-10-31,0.05
ENPH,0.7164124,0.41966975,2.424645,2.5542815,2.4894633,2022-11-30,0.05
DVN,0.85325295,0.3078,2.8378222,2.0364914,2.4371567,2022-11-30,0.05
OXY,0.90447414,0.2503844,2.9924798,1.7707429,2.3816113,2022-11-30,0.05
XOM,0.67757034,0.3137891,2.307365,2.064212,2.1857886,2022-11-30,0.05
MRO-202411,0.8140662,0.19910927,2.7195013,1.5334157,2.1264584,2022-11-30,0.05
MPC,0.63706255,0.29644686,2.1850555,1.9839433,2.0844994,2022-11-30,0.05
COP,0.668612,0.26279956,2.280316,1.8282065,2.0542612,2022-11-30,0.05
MCK,0.6760216,0.2434089,2.3026886,1.7384568,2.0205727,2022-11-30,0.05
HES-202507,0.6043834,0.2822203,2.0863838,1.9180956,2.0022397,2022-11-30,0.05
VLO,0.6169851,0.22909647,2.1244335,1.6722115,1.8983226,2022-11-30,0.05
CI,0.49670285,0.30707124,1.7612525,2.0331185,1.8971856,2022-11-30,0.05
GPC,0.40933198,0.35692078,1.4974444,2.2638474,1.8806459,2022-11-30,0.05
SLB,0.5782734,0.23895976,2.0075471,1.717864,1.8627056,2022-11-30,0.05
APA,0.7705727,0.10762854,2.588177,1.1099964,1.8490868,2022-11-30,0.05
CAH,0.46287227,0.30825716,1.6591043,2.0386074,1.8488559,2022-11-30,0.05
LW,0.35459998,0.3707854,1.3321863,2.3280199,1.8301032,2022-11-30,0.05
EOG,0.620016,0.18087082,2.133585,1.4489988,1.791292,2022-11-30,0.05
FANG,0.56222653,0.18332876,1.9590952,1.4603754,1.7097354,2022-11-30,0.05
LLY,0.4632896,0.2412315,1.6603643,1.7283787,1.6943715,2022-11-30,0.05
VRTX,0.54235363,0.1785976,1.8990908,1.4384773,1.668784,2022-11-30,0.05
ENPH,0.32502165,0.6862773,1.2633175,3.5664554,2.4148865,2022-12-30,0.05
MPC,0.648379,0.35191593,2.2914426,1.825612,2.0585272,2022-12-30,0.05
HES-202507,0.5687161,0.33987564,2.0381517,1.7629244,1.9005381,2022-12-30,0.05
OXY,0.73535013,0.23611367,2.56797,1.2226906,1.8953303,2022-12-30,0.05
CAH,0.5515342,0.33945933,1.9835213,1.760757,1.8721392,2022-12-30,0.05
XOM,0.5986417,0.294879,2.1333013,1.5286506,1.830976,2022-12-30,0.05
GILD,0.34933114,0.41581464,1.3406101,2.158299,1.7494545,2022-12-30,0.05
COP,0.5512177,0.29177466,1.982515,1.512488,1.7475015,2022-12-30,0.05
MRO-202411,0.6455455,0.21537173,2.2824333,1.1146982,1.6985657,2022-12-30,0.05
MCK,0.61574113,0.21357325,2.1876695,1.1053344,1.646502,2022-12-30,0.05
SLB,0.48430187,0.2869782,1.7697539,1.4875153,1.6286347,2022-12-30,0.05
GPC,0.36127606,0.3557335,1.3785895,1.8454881,1.6120389,2022-12-30,0.05
DVN,0.6109748,0.20295385,2.1725147,1.0500448,1.6112797,2022-12-30,0.05
CI,0.4495532,0.2954719,1.6592695,1.5317377,1.5955036,2022-12-30,0.05
VLO,0.5947931,0.20498899,2.1210644,1.0606407,1.5908525,2022-12-30,0.05
LW,0.44886896,0.28316322,1.657094,1.4676528,1.5623734,2022-12-30,0.05
ORLY,0.32874304,0.35441023,1.2751497,1.8385985,1.556874,2022-12-30,0.05
EOG,0.51292557,0.23462853,1.860764,1.2149582,1.5378611,2022-12-30,0.05
CF,0.6648597,0.122808985,2.3438435,0.6327727,1.4883081,2022-12-30,0.05
PSX,0.42390984,0.2529613,1.5777355,1.3104074,1.4440715,2022-12-30,0.05
CAH,0.5495049,0.33407903,1.9512162,1.9845228,1.9678695,2023-01-31,0.05
LW,0.55636126,0.2852097,1.9718819,1.7374966,1.8546892,2023-01-31,0.05
CI,0.56758124,0.22275108,2.0056999,1.4217792,1.7137395,2023-01-31,0.05
MPC,0.6742343,0.14634997,2.3271608,1.0355846,1.6813726,2023-01-31,0.05
XOM,0.65043306,0.15654306,2.255422,1.087109,1.6712656,2023-01-31,0.05
HES-202507,0.659454,0.15068965,2.2826118,1.057521,1.6700664,2023-01-31,0.05
SLB,0.6374984,0.15918148,2.216436,1.1004456,1.6584408,2023-01-31,0.05
LVS,0.29975113,0.30425313,1.1984378,1.833758,1.5160979,2023-01-31,0.05
GILD,0.2742369,0.31247932,1.1215358,1.87534,1.4984379,2023-01-31,0.05
MRK,0.4338743,0.20974879,1.6026962,1.3560548,1.4793755,2023-01-31,0.05
ABMD-202212,0.18246461,0.35952634,0.8449266,2.1131546,1.4790406,2023-01-31,0.05
MCK,0.5544673,0.13503073,1.9661734,0.9783678,1.4722706,2023-01-31,0.05
GPC,0.33715695,0.25548565,1.311182,1.5872468,1.4492145,2023-01-31,0.05
ORLY,0.279599,0.28115138,1.1376977,1.7169826,1.4273401,2023-01-31,0.05
NOC,0.4619136,0.16032237,1.6872089,1.1062126,1.3967108,2023-01-31,0.05
COP,0.5721138,0.08550434,2.0193615,0.72802037,1.373691,2023-01-31,0.05
BIIB,0.16099912,0.32541135,0.78022784,1.9407092,1.3604685,2023-01-31,0.05
AES,0.23488572,0.2792325,1.0029281,1.707283,1.3551056,2023-01-31,0.05
GL,0.3396327,0.21557574,1.3186442,1.385509,1.3520765,2023-01-31,0.05
CPB,0.37368658,0.18475798,1.4212854,1.2297305,1.3255079,2023-01-31,0.05
MPC,0.72305715,0.45912287,2.9535525,1.9721779,2.462865,2023-02-28,0.05
SLB,0.6579356,0.47388953,2.7164876,2.0562468,2.3863673,2023-02-28,0.05
LVS,0.44947016,0.5633091,1.9576012,2.5653274,2.2614644,2023-02-28,0.05
HES-202507,0.71994436,0.3546226,2.942221,1.3772401,2.1597304,2023-02-28,0.05
URI,0.28292337,0.5962404,1.3513132,2.7528112,2.0520623,2023-02-28,0.05
XOM,0.6785962,0.32121128,2.7916994,1.1870238,1.9893615,2023-02-28,0.05
NUE,0.40896833,0.49018672,1.8101604,2.1490297,1.9795951,2023-02-28,0.05
WYNN,0.19780175,0.59822315,1.041441,2.7640994,1.9027702,2023-02-28,0.05
VLO,0.6581246,0.29147965,2.7171757,1.0177566,1.8674662,2023-02-28,0.05
COP,0.5728008,0.3340566,2.4065676,1.2601542,1.8333609,2023-02-28,0.05
CAH,0.4372251,0.40436178,1.9130249,1.6604136,1.7867193,2023-02-28,0.05
HAL,0.6029155,0.28071752,2.5161955,0.9564859,1.7363408,2023-02-28,0.05
LW,0.46831334,0.34078038,2.0261967,1.2984339,1.6623154,2023-02-28,0.05
OXY,0.8125258,0.09970652,3.2792494,-0.07404041,1.6026045,2023-02-28,0.05
APA,0.5217108,0.25428692,2.2205822,0.806012,1.5132971,2023-02-28,0.05
ROST,0.047052246,0.52663493,0.49266055,2.3565354,1.424598,2023-02-28,0.05
MRO-202411,0.5269627,0.20666768,2.2397008,0.5349076,1.3873042,2023-02-28,0.05
GE,0.09204827,0.48452598,0.65646166,2.116802,1.3866318,2023-02-28,0.05
EOG,0.47753826,0.22416517,2.059779,0.6345238,1.3471514,2023-02-28,0.05
